FMID,MarketName,City,County,State,Zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1018194,Countryside Farmers' Market at Highland Square,AKRON,Summit,Ohio,44302,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1018204,Countryside Farmers' Markets at Howe Meadow,PENINSULA,Summit,Ohio,44264,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
1004748,Countryside Farmers' Markets at Old Trail School,AKRON,Summit,Ohio,44333,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
1018559,Coupeville Farmers Market,COUPEVILLE,Island,Washington,98229,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0
1007304,Coventry Regional Farmers' Market,COVENTRY,Tolland,Connecticut,06238,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0
1016849,Covington Court Square Farmers Market,COVINGTON,Tipton,Tennessee,38019,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1001981,Covington Farmers Market,COVINGTON,Alleghany,Virginia,24426,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1012552,Cowtown Farmers Market,FORT WORTH,Tarrant,Texas,,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
1011769,Coxsackie Farmers' Market,COXSACKIE,Greene,New York,12051,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1006230,coyote farm and home market,ASHLAND,Boone,Missouri,65010,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1009993,Cozad Grand Generation Center,COZAD,Dawson,Nebraska,69130,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1018027,Craftsbury Farmers Market,CRAFTSBURY COMMON,Orleans,Vermont,05827,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0
1005007,Crawfordsville Farmers Market,CRAWFORDSVILLE,Montgomery,Indiana,47933,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1018385,Creede Farmers and Local Artisan Market,CREEDE,Mineral,Colorado,81130,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1011595,Creekside Park Farmers Market,ARCHDALE,Randolph,North Carolina,27263,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1001714,Crenshaw Farmers' Market,LOS ANGELES,Los Angeles,California,90008,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009841,Creole Market,NEW IBERIA,Iberia,Louisiana,70560,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
1000265,Crescent City Farmers Market,NEW ORLEANS,Orleans,Louisiana,70130,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1
1000264,Crescent City Farmers Market,NEW ORLEANS,Orleans,Louisiana,70119,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
1012106,Crescent City Farmers Market,NEW ORLEANS,Orleans,Louisiana,70116,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
1018548,Crescent City Farmers Market - Uptown,NEW ORLEANS,Orleans,Louisiana,70118,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
1012059,Crescent Ridge Farmers Market,SHARON,Norfolk,Massachusetts,02067,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
1012177,Cresco Farmers Market,CRESCO,Howard,Iowa,52136,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005035,Crested Butte Farmers Market,CRESTED BUTTE,Gunnison,Colorado,81224,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1000262,Creswell Farmers' Market,CRESWELL,Lane,Oregon,97426,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1011390,Creve Coeur Farmers' Market,CREVE COEUR,St. Louis,Missouri,63141,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008650,Crisp! Catholic Charities,CHICAGO,Cook,Illinois,60654,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1008666,Crisp! Mobile Farmers Market,CHICAGO,Cook,Illinois,60654,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
1008520,Crocker Farms LLC,CENTRALIA,Boone,Missouri,65240,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012748,Crofton Farmers Market,CROFTON,Anne Arundel,Maryland,21114,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
1011308,Cromwell Farmers’ Market,CROMWELL,Middlesex,Connecticut,06416,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
1018404,Crooked Creek Farmers Market,INDIANAPOLIS,Marion,Indiana,46268,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
1010419,Cross Community Centers Farmers Market,CROSS,Berkeley,South Carolina,29436,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007226,Cross County Farmers Market,WYNNE,Cross,Arkansas,72396,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1011771,Cross Plains Farmers Market,CROSS PLAINS,Dane,Wisconsin,53528,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1005184,CrossRoad Farmers Market,REED CITY,Osceola,Michigan,49677,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1017973,Crossroads Artisan And Farmers Community Market,WHEAT RIDGE,Jefferson,Colorado,80033,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1005469,Crossroads Bellevue Farmers Market,BELLEVUE,King,Washington,98008,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1006650,Crossroads Farm at Grossmann's,MALVERNE,Nassau,New York,11565,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1004055,Crossroads Farmers Market,MALVERNE,Nassau,New York,11701,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1012365,Crossroads Farmers Market,TAKOMA PARK,Montgomery,Maryland,20912,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
1016899,Crossroads Farmers Market,SHOSHONE,Lincoln,Idaho,83352,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1008846,Crossroads Farmers Market: A Project of Mississippi Delta Council,CLARKSDALE,Coahoma,Mississippi,38614,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1004447,Crosstown Freeway Farmers' Market,STOCKTON,San Joaquin,California,95202,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1008522,Crown Valley Champagne,STE. GENEVIEVE,Ste. Genevieve,Missouri,63670,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1010708,Crystal City Farmers Market,CRYSTAL CITY,Jefferson,Missouri,63019,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1001869,Crystal Lake Farmers Market,CRYSTAL LAKE,McHenry,Illinois,60014,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
1002293,CSA Farmers Market,NORTH BRANCH,Lapeer,Michigan,48461,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1006861,"Cuba, New Mexico Farmers Market",CUBA,Sandoval,New Mexico,87013,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003606,CUIVRE RIVER FARMERS MARKET,TROY,Lincoln,Missouri,63379,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1
1003892,Culinary Kids Farmers Market I,QUEENS,Queens,New York,11691,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017926,Culver Farmers' Market,CULVER,Marshall,Indiana,46511,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
1002821,Cumberland Farmers Market,CUMBERLAND,Barron,Wisconsin,54829,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1018367,Cumberland Farmers Market,CUMBERLAND,Marion,Indiana,46229,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
1012001,Cummins Farmer's Market,COLUMBUS,Bartholomew,Indiana,47201,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1006504,Cynthiana-Harrison County Farmers' Market,CYNTHIANA,Harrison,Kentucky,41031,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1004723,Cypress Center Farmers' Market,MANNING,Clarendon,South Carolina,29102,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
1008921,Cypress Hills YM,BROOKLYN,New York,New York,11207,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000069,Dag Hammarskjold Plaza Greenmarket,NEW YORK,New York,New York,10017,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1010752,Dakotah's Indoor Farmers Market,MUNDELEIN,Lake,Illinois,60060,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
1001717,Dale City Farmers Market,DALE CITY,Prince William,Virginia,22193,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
1018188,Daleville Farmer's Market,DALEVILLE,Dale,Alabama,36322,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1012749,Dallas Farmers Market,DALLAS,Dallas,Texas,75201,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
1002739,Daly City Certified Farmers' Market at Serramonte Center,DALY CITY,San Mateo,California,94015,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0
1012115,Damariscotta Farmers Market,DAMARISCOTTA,Lincoln,Maine,04543,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
1018383,Damascus Farmers Market,DAMASCUS,Clackamas,Oregon,97089,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
1004516,Danbury Farmers' Market,DANBURY,Fairfield,Connecticut,06810,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1010428,Danbury Winter Market,DANBURY,Merrimack,New Hampshire,03230,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
1001594,Dandridge Farmers Market,DANDRIDGE,Jefferson,Tennessee,37725,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1005176,Dane County Farmers Market - Holiday Market,MADISON,Dane,Wisconsin,53703,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
1005177,Dane County Farmers Market - Wednesday Market,MADISON,Dane,Wisconsin,53703,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1
1005175,Dane County Farmers Market - Winter Market,MADISON,Dane,Wisconsin,53703,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
1005178,Dane County Farmers Market I,MADISON,Dane,Wisconsin,53701,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
1001314,Daniels Farmstead,BLACKSTONE,Worcester,Massachusetts,01504,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1011974,Danvers Farmers Market,DANVERS,Essex,Massachusetts,01923,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
1003908,Danville Chamber of Commerce Farmer's Market,DANVILLE,Hendricks,Indiana,46122,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1010818,Danville Farmers' Market,DANVILLE,Danville,Virginia,24541,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1
1011345,Danville Farmers' Market,DANVILLE,Contra Costa,California,,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
1004993,Darby Farmers Market,DARBY,Ravalli,Montana,59829,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1009648,Darien Farmers Market,DARIEN,DuPage,Illinois,60561,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1012505,Darlington Farmers Market,DARLINGTON 53530,Lafayette,Wisconsin,,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1002568,Dartmouth Farmers Market,DARTMOUTH,Bristol,Massachusetts,02747,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008435,Davenport Farmers Market,DAVENPORT,Thayer,Nebraska,68335,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1018157,Davenport Farmers' Market,DAVENPORT,Scott,Iowa,52804,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1001883,Davis County Farmers' Market,BLOOMFIELD,Davis,Iowa,52537,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1018500,Davis Farmers Market,DAVIS,Yolo,California,95617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
1012254,Dawson Farmers Market,DAWSON,Lac qui Parle,Minnesota,56232,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1003500,Dayton Farmers Market,DAYTON,Rhea,Tennessee,37321,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1008492,Dayton Farmers Market,DAYTON,Lyon,Nevada,89403,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1011946,Daytona Beach Downtown Farmers' Market,DAYTONA BEACH,Volusia,Florida,32114,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1018185,De Soto Farmers' Market,DE SOTO,Jefferson,Missouri,63020,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1001317,Deale Farmers' Market,DEALE,Anne Arundel,Maryland,20751,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1018610,Decatur Farmers Market,DECATUR,DeKalb,Georgia,30030,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
1008296,Dedham Farmers Market,DEDHAM,Norfolk,Massachusetts,02026,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0
1012303,"Deer Lodge Community Garden ""U Pick"" Farmers Market",DEER LODGE,Powell,Montana,59722,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018154,Deerfield Beach Farmer's Market,DEERFIELD BEACH,Broward,Florida,33441,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
1002025,Deerfield Farmer's Market,DEERFIELD,Rockingham,New Hampshire,03037,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1003098,Deerfield Farmers Market,DEERFIELD,Lake,Illinois,60015,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0
1006192,Defiance County Farmers' Markets,SHERWOOD,Defiance,Ohio,43556,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006190,Defiance County Farmers' Markets,DEFIANCE,Defiance,Ohio,43512,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006191,Defiance County Farmers' Markets,HICKSVILLE,Defiance,Ohio,43526,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012296,DeForest Area Farmers' Market,DEFOREST,Dane,Wisconsin,53532,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0
1010030,DeKalb Farmers Market,SMITHVILLE,DeKalb,Tennessee,37199,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1
1011103,DeKalb Farmers' Market,DEKALB,DeKalb,Illinois,60115,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
1002536,Del Monte Farmers Markets at Del Monte Shopping Center,MONTEREY,Monterey,California,93940,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1004841,Del Paso Heights Community CFM,SACRAMENTO,Sacramento,California,95838,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008571,Del Ray Farmers' Market,ALEXANDRIA,Alexandria,Virginia,22301,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1008057,Delano Community Farmers Market,DELANO,Sedgwick,Kansas,67213,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1005210,Delavan Fresh Market,DELAVAN,Walworth,Wisconsin,53115,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1011731,Delaware Bounty,DELHI,Delaware,New York,13753,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1018416,Delcambre Seafood & Farmers Market,DELCAMBRE,Iberia,Louisiana,70528,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
1001356,Delhi Farmers Market,DELHI,Delaware,New York,13753,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1011285,Delmar Farmers Market,DELMAR,Albany,New York,12054,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
1002914,Delray Green Market,DELRAY BEACH,Palm Beach,Florida,33444,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
1011747,Delta Regional Mule Train Market & Museum,MARKS,Quitman,Mississippi,38646,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1003126,Denio's Farmers Market,ROSEVILLE,Placer,California,95678,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
1009013,Denton Community Market,DENTON,Denton,Texas,76201,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0
1007588,Denton St. Luke's Farmers' Market,DENTON,Caroline,Maryland,21629,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004069,Denver Urban Homesteading Farmers Market,DENVER,Denver,Colorado,80223,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
1004366,Denville Farmers Market,DENVILLE,Morris,New Jersey,07834,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0
1018510,Deposit Farmers' Market,DEPOSIT,Delaware,New York,13754,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1009667,Depot Park Market,MOBERLY,Randolph,Missouri,65270,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1011827,Depot Street Farmers Market,GREENEVILLE,Greene,Tennessee,37743,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
1017993,Derry Homegrown Farm & Artisan Market,DERRY,Rockingham,New Hampshire,03038,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
1007255,Des Moines Waterfront Farmers Market,DES MOINES,King,Washington,98198,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1012122,Desoto Community Farmers Market,DE SOTO,Jackson,Illinois,62924,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1000917,DeSoto Farmers' Market,GRAND CANE,De Soto,Louisiana,71032,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
